filename,capillary_count
N1a.jpg,7
N1b.jpg,14
N1c.jpg,7
N1d.jpg,11
N1e.jpg,10
N1f.jpg,7
N1g.jpg,7
N1h.jpg,7
N1i.jpg,7
N1j.jpg,7
